src/knowledge_mode/toto.jpg;Les blagues de Toto sont des plaisanteries classiques de la culture populaire francophone. Elles prennent la forme de courtes anecdotes, souvent dans un contexte scolaire, dont le héros est un enfant, Toto.
src/knowledge_mode/tata.png;"Tata" est un diminutif affectueux désignant une tante. Ce terme correspond à la soeur d'un des parents du locuteur.
src/knowledge_mode/ankara.png;Ankara, anciennement appelée Angora et Ancyre durant l'Antiquité, est la capitale de la Turquie depuis le 13 octobre 1923 et la deuxième plus grande ville du pays, après Istanbul. Elle est située en Région de l'Anatolie centrale.
src/knowledge_mode/mars.jpg;Dans la mythologie romaine, Mars est le dieu des guerriers, de la jeunesse et de la violence, dieu de première importance dans la Rome antique en tant que père de Romulus et Rémus, fondateur et protecteur de la cité. Mars est le fils de Jupiter et de Junon.
src/knowledge_mode/cléopatre.png;Cléopâtre VII Philopator est une reine d'Égypte antique de la dynastie lagide née vers -69 et morte le 12 août 30 av. J.-C. Elle est célèbre pour avoir été la compagne de Jules César puis de Marc Antoine.
src/knowledge_mode/le banquet platon.jpg;Le Banquet est un texte de Platon écrit aux environs de 380 av. J.-C. Il est constitué principalement d’une longue série de discours portant sur la nature et les qualités de l’amour. Tò sumpósion en grec est traduit traditionnellement par Le Banquet, terme désignant une réception, une fête mondaine.
src/knowledge_mode/lyon.jpg;Lugdunum, aujourd'hui Lyon, est le nom du site gaulois où une colonie de droit romain fut fondée en 43 av. J.-C, sous la titulature initiale de Colonia Copia Felix Munatia Lugudunum. Cette colonie, fondée à l'occasion des troubles qui suivent l'assassinat de Jules César en 44 av. J.-C., devint la capitale des Gaules à partir de 27 av. J.-C.
src/knowledge_mode/carte-region_bretagne-departements.jpg;La Bretagne est à la fois une région française composé de quatres départements et une entité historique et culturelle. Elle est située dans l'ouest du pays. Sa capitale est Rennes bien que Nantes ait joué un grand rôle au cours de son histoire.
src/knowledge_mode/finistère.jpg;Le Finistère est un département français. Ce département, créé en 1790, fait partie de la région Bretagne. La préfecture est Quimper. Son numéro (donné par l'ordre alphabétique) est le 29.
src/knowledge_mode/breizh.jpg;Breizh. Le breton est une langue celtique, parlée surtout dans l'Ouest de la Bretagne (Basse- Bretagne), et présente aussi dans les grandes villes de l'Est (Haute-Bretagne).Les langues celtiques sont des langues indo- européennes comme la plupart des langues parlées en Europe.
src/knowledge_mode/carnac.jpg;Les alignements de Carnac sont trois ensembles de menhirs disposés en lignes parallèles, situés à proximité immédiate de la ville. Ce site mégalithique exceptionnel s'étend sur plus de 4 kilomètres.
src/knowledge_mode/chateauducdebretagne.jpg;Le château des ducs de Bretagne est un château défensif et de plaisance situé à Nantes, dans le département de la Loire- Atlantique en France. Classé monument historique depuis 1840, il a principalement été construit au xve siècle mais il comprend aussi des éléments datant du xive au xviiie siècle.
src/knowledge_mode/billet100.jpg;Le billet de 100 euros (100 €) est le cinquième des sept billets en euros par ordre croissant de valeur. Mis en circulation en 2002, il est utilisé par plus de 340 millions de personnes dans les 22 pays dont l'euro est la monnaie unique (dont 20 pays qui l'ont adopté officiellement). Il est vert.
src/knowledge_mode/francfort.jpg;La Banque centrale européenne est la banque centrale de l'Union européenne, ou BCE. Créée en 1998, son siège est à Francfort, en Allemagne. La mission principale de la BCE est de maintenir l'inflation des prix européens à environ 2 % par an.
src/knowledge_mode/parlement_eu_strasbourg.jpg;Le Parlement européen, localisé à Strasbourg, est le seul organisme élu de l'Union européenne et représente les citoyens de tous les pays membres. Il exerce, en partage avec le Conseil des ministres de l'Union européenne, le pouvoir législatif (il vote les propositions présentées par la Commission européenne). Il vote le budget de l'Union et contrôle l'action de la Commission européenne.
src/knowledge_mode/deutshland.png;L'Allemagne est depuis 2007 la quatrième puissance économique mondiale, derrière les États-Unis, la Chine et le Japon, est la première de l'Union européenne et de l'Europe, avec un produit intérieur brut de 3 677 milliards de dollars.
src/knowledge_mode/malte.jpg;Le faible nombre de represantants au parlement s'explique par la faible population maltaise.
src/knowledge_mode/beverlyhills.jpg;Walsh. Beverly Hills, 90210 (souvent abrégé Beverly Hills) est un feuilleton télévisé américain en 294 épisodes de 44 minutes, créé par Darren Star et diffusé entre le 4 octobre 1990 et le 17 mai 2000 sur le réseau FOX et en simultané su le réseau Global au Canada.
src/knowledge_mode/urgence.jpg;La série Urgences met en scène la vie du service des urgences de l'hôpital universitaire Cook County de Chicago, et par extension celle des personnes qui le fréquentent.
src/knowledge_mode/helène et les garçon.jpeg;José. Hélène et les Garçons est une série télévisée française en 280 épisodes de 26 minutes, créée par Jean-François Porry, et diffusée du 11 mai 1992 au 22 novembre 1994 sur TF1. Il s'agit d'une série centrée sur le personnage d'Hélène Girard, interprété dans la série par l'actrice Hélène Rollès.
src/knowledge_mode/ayrton senna.jpg;Ayrton Senna da Silva est un pilote automobile brésilien, né le 21 mars 1960 à São Paulo et mort le 1er mai 1994 à Bologne, à la suite d'un accident lors du Grand Prix de Saint-Marin. il est considéré comme l'un des plus grands pilotes de l'histoire de la Formule 1 dont il remporte le titre de champion du monde à trois reprises, en 1988, 1990 et 1991, gagnant 41 Grands Prix et réalisant 65 pole positions durant les onze saisons qu'il a disputées.